0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
68.47.599.660 I slot print_timing: id  0 | task 39679 | n_gen =    317, tg =  23.37 t/s, tg_3s =  24.30 t/s
68.50.624.388 I slot print_timing: id  0 | task 39679 | n_gen =    390, tg =  23.51 t/s, tg_3s =  24.13 t/s
68.53.660.746 I slot print_timing: id  0 | task 39679 | n_gen =    463, tg =  23.59 t/s, tg_3s =  24.04 t/s
68.56.695.387 I slot print_timing: id  0 | task 39679 | n_gen =    536, tg =  23.65 t/s, tg_3s =  24.06 t/s
68.59.710.055 I slot print_timing: id  0 | task 39679 | n_gen =    608, tg =  23.68 t/s, tg_3s =  23.88 t/s
69.02.723.470 I slot print_timing: id  0 | task 39679 | n_gen =    680, tg =  23.70 t/s, tg_3s =  23.89 t/s
69.05.743.871 I slot print_timing: id  0 | task 39679 | n_gen =    752, tg =  23.72 t/s, tg_3s =  23.84 t/s
69.08.751.762 I slot print_timing: id  0 | task 39679 | n_gen =    824, tg =  23.74 t/s, tg_3s =  23.94 t/s
69.11.774.507 I slot print_timing: id  0 | task 39679 | n_gen =    892, tg =  23.64 t/s, tg_3s =  22.50 t/s
69.14.819.564 I slot print_timing: id  0 | task 39679 | n_gen =    958, tg =  23.49 t/s, tg_3s =  21.67 t/s
69.17.833.328 I slot print_timing: id  0 | task 39679 | n_gen =   1022, tg =  23.33 t/s, tg_3s =  21.24 t/s
69.20.859.783 I slot print_timing: id  0 | task 39679 | n_gen =   1089, tg =  23.26 t/s, tg_3s =  22.14 t/s
69.23.877.751 I slot print_timing: id  0 | task 39679 | n_gen =   1157, tg =  23.21 t/s, tg_3s =  22.53 t/s
69.26.892.547 I slot print_timing: id  0 | task 39679 | n_gen =   1227, tg =  23.21 t/s, tg_3s =  23.22 t/s
69.29.908.744 I slot print_timing: id  0 | task 39679 | n_gen =   1298, tg =  23.23 t/s, tg_3s =  23.54 t/s
69.32.932.179 I slot print_timing: id  0 | task 39679 | n_gen =   1369, tg =  23.24 t/s, tg_3s =  23.48 t/s
69.35.934.256 I slot print_timing: id  0 | task 39679 | n_gen =   1438, tg =  23.23 t/s, tg_3s =  22.98 t/s
69.38.969.595 I slot print_timing: id  0 | task 39679 | n_gen =   1509, tg =  23.24 t/s, tg_3s =  23.39 t/s
69.42.003.569 I slot print_timing: id  0 | task 39679 | n_gen =   1573, tg =  23.14 t/s, tg_3s =  21.09 t/s
69.45.043.068 I slot print_timing: id  0 | task 39679 | n_gen =   1637, tg =  23.05 t/s, tg_3s =  21.06 t/s
69.48.052.960 I slot print_timing: id  0 | task 39679 | n_gen =   1704, tg =  23.02 t/s, tg_3s =  22.26 t/s
69.51.063.697 I slot print_timing: id  0 | task 39679 | n_gen =   1771, tg =  22.99 t/s, tg_3s =  22.25 t/s
69.54.077.570 I slot print_timing: id  0 | task 39679 | n_gen =   1839, tg =  22.97 t/s, tg_3s =  22.56 t/s
69.57.082.963 I slot print_timing: id  0 | task 39679 | n_gen =   1908, tg =  22.97 t/s, tg_3s =  22.96 t/s
70.00.083.411 I slot print_timing: id  0 | task 39679 | n_gen =   1975, tg =  22.95 t/s, tg_3s =  22.33 t/s
70.03.106.933 I slot print_timing: id  0 | task 39679 | n_gen =   2042, tg =  22.92 t/s, tg_3s =  22.16 t/s
70.06.145.046 I slot print_timing: id  0 | task 39679 | n_gen =   2111, tg =  22.92 t/s, tg_3s =  22.71 t/s
70.09.173.289 I slot print_timing: id  0 | task 39679 | n_gen =   2179, tg =  22.90 t/s, tg_3s =  22.46 t/s
70.12.177.969 I slot print_timing: id  0 | task 39679 | n_gen =   2246, tg =  22.88 t/s, tg_3s =  22.30 t/s
70.15.200.098 I slot print_timing: id  0 | task 39679 | n_gen =   2313, tg =  22.86 t/s, tg_3s =  22.17 t/s
70.18.230.886 I slot print_timing: id  0 | task 39679 | n_gen =   2381, tg =  22.85 t/s, tg_3s =  22.44 t/s
70.21.269.144 I slot print_timing: id  0 | task 39679 | n_gen =   2450, tg =  22.85 t/s, tg_3s =  22.71 t/s
70.24.286.412 I slot print_timing: id  0 | task 39679 | n_gen =   2517, tg =  22.83 t/s, tg_3s =  22.21 t/s
70.27.305.666 I slot print_timing: id  0 | task 39679 | n_gen =   2584, tg =  22.81 t/s, tg_3s =  22.19 t/s
70.30.329.139 I slot print_timing: id  0 | task 39679 | n_gen =   2651, tg =  22.80 t/s, tg_3s =  22.16 t/s
70.33.370.742 I slot print_timing: id  0 | task 39679 | n_gen =   2717, tg =  22.77 t/s, tg_3s =  21.70 t/s
70.36.390.620 I slot print_timing: id  0 | task 39679 | n_gen =   2783, tg =  22.74 t/s, tg_3s =  21.86 t/s
70.39.423.456 I slot print_timing: id  0 | task 39679 | n_gen =   2843, tg =  22.67 t/s, tg_3s =  19.78 t/s
70.42.434.747 I slot print_timing: id  0 | task 39679 | n_gen =   2903, tg =  22.61 t/s, tg_3s =  19.93 t/s
70.45.466.174 I slot print_timing: id  0 | task 39679 | n_gen =   2963, tg =  22.54 t/s, tg_3s =  19.79 t/s
70.47.388.339 I slot print_timing: id  0 | task 39679 | prompt eval time =     256.23 ms /    67 tokens (    3.82 ms per token,   261.49 tokens per second)
70.47.388.350 I slot print_timing: id  0 | task 39679 |        eval time =  133310.97 ms /  3000 tokens (   44.45 ms per token,    22.50 tokens per second)
70.47.388.351 I slot print_timing: id  0 | task 39679 |       total time =  133567.20 ms /  3067 tokens
70.47.388.352 I slot print_timing: id  0 | task 39679 |    graphs reused =      42351
70.47.388.834 I slot      release: id  0 | task 39679 | stop processing: n_tokens = 7439, truncated = 0
71.07.985.556 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.981 (> 0.100 thold), f_keep = 0.575
71.07.985.985 I slot launch_slot_: id  0 | task 42680 | processing task, is_child = 0
71.12.708.437 I slot print_timing: id  0 | task 42680 | n_gen =    100, tg =  22.28 t/s, tg_3s =  22.51 t/s
71.15.726.016 I slot print_timing: id  0 | task 42680 | n_gen =    167, tg =  22.25 t/s, tg_3s =  22.20 t/s
71.18.739.282 I slot print_timing: id  0 | task 42680 | n_gen =    233, tg =  22.15 t/s, tg_3s =  21.90 t/s
71.21.762.138 I slot print_timing: id  0 | task 42680 | n_gen =    297, tg =  21.93 t/s, tg_3s =  21.17 t/s
71.24.770.936 I slot print_timing: id  0 | task 42680 | n_gen =    364, tg =  21.99 t/s, tg_3s =  22.27 t/s
71.27.787.189 I slot print_timing: id  0 | task 42680 | n_gen =    432, tg =  22.08 t/s, tg_3s =  22.54 t/s
71.30.795.523 I slot print_timing: id  0 | task 42680 | n_gen =    497, tg =  22.02 t/s, tg_3s =  21.61 t/s
71.33.816.730 I slot print_timing: id  0 | task 42680 | n_gen =    558, tg =  21.80 t/s, tg_3s =  20.19 t/s
71.36.830.839 I slot print_timing: id  0 | task 42680 | n_gen =    623, tg =  21.77 t/s, tg_3s =  21.57 t/s
71.39.837.925 I slot print_timing: id  0 | task 42680 | n_gen =    692, tg =  21.89 t/s, tg_3s =  22.95 t/s
71.42.882.533 I slot print_timing: id  0 | task 42680 | n_gen =    764, tg =  22.04 t/s, tg_3s =  23.65 t/s
71.45.894.582 I slot print_timing: id  0 | task 42680 | n_gen =    835, tg =  22.16 t/s, tg_3s =  23.57 t/s
71.47.886.636 I slot print_timing: id  0 | task 42680 | prompt eval time =     279.39 ms /    83 tokens (    3.37 ms per token,   297.07 tokens per second)
71.47.886.656 I slot print_timing: id  0 | task 42680 |        eval time =   39621.20 ms /   882 tokens (   44.97 ms per token,    22.24 tokens per second)
71.47.886.657 I slot print_timing: id  0 | task 42680 |       total time =   39900.59 ms /   965 tokens
71.47.886.659 I slot print_timing: id  0 | task 42680 |    graphs reused =      43228
71.47.886.909 I slot      release: id  0 | task 42680 | stop processing: n_tokens = 5239, truncated = 0
71.48.296.208 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.831
71.48.296.398 I slot launch_slot_: id  0 | task 43563 | processing task, is_child = 0
71.52.597.309 I slot print_timing: id  0 | task 43563 | n_gen =    100, tg =  23.62 t/s, tg_3s =  23.85 t/s
71.55.597.655 I slot print_timing: id  0 | task 43563 | n_gen =    169, tg =  23.36 t/s, tg_3s =  23.00 t/s
71.57.607.608 I slot print_timing: id  0 | task 43563 | prompt eval time =     108.69 ms /    66 tokens (    1.65 ms per token,   607.26 tokens per second)
71.57.607.622 I slot print_timing: id  0 | task 43563 |        eval time =    9202.50 ms /   215 tokens (   43.00 ms per token,    23.25 tokens per second)
71.57.607.624 I slot print_timing: id  0 | task 43563 |       total time =    9311.18 ms /   281 tokens
71.57.607.625 I slot print_timing: id  0 | task 43563 |    graphs reused =      43440
71.57.607.936 I slot      release: id  0 | task 43563 | stop processing: n_tokens = 4632, truncated = 0
72.18.628.511 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.703 (> 0.100 thold), f_keep = 0.634
72.18.628.864 I slot launch_slot_: id  0 | task 43779 | processing task, is_child = 0
72.24.410.330 I slot print_timing: id  0 | task 43779 | n_gen =    100, tg =  22.37 t/s, tg_3s =  22.59 t/s
72.27.421.556 I slot print_timing: id  0 | task 43779 | n_gen =    169, tg =  22.59 t/s, tg_3s =  22.91 t/s
72.30.441.224 I slot print_timing: id  0 | task 43779 | n_gen =    237, tg =  22.57 t/s, tg_3s =  22.52 t/s
72.33.453.298 I slot print_timing: id  0 | task 43779 | n_gen =    306, tg =  22.64 t/s, tg_3s =  22.91 t/s
72.34.241.500 I slot print_timing: id  0 | task 43779 | prompt eval time =    1355.35 ms /  1241 tokens (    1.09 ms per token,   915.63 tokens per second)
72.34.241.512 I slot print_timing: id  0 | task 43779 |        eval time =   14257.25 ms /   324 tokens (   44.14 ms per token,    22.66 tokens per second)
72.34.241.513 I slot print_timing: id  0 | task 43779 |       total time =   15612.60 ms /  1565 tokens
72.34.241.514 I slot print_timing: id  0 | task 43779 |    graphs reused =      43761
72.34.242.325 I slot      release: id  0 | task 43779 | stop processing: n_tokens = 4499, truncated = 0
72.40.285.071 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.900 (> 0.100 thold), f_keep = 0.927
72.40.285.282 I slot launch_slot_: id  0 | task 44104 | processing task, is_child = 0
72.45.629.123 I slot print_timing: id  0 | task 44104 | n_gen =    100, tg =  20.57 t/s, tg_3s =  20.78 t/s
72.48.641.979 I slot print_timing: id  0 | task 44104 | n_gen =    166, tg =  21.09 t/s, tg_3s =  21.91 t/s
72.51.672.973 I slot print_timing: id  0 | task 44104 | n_gen =    232, tg =  21.28 t/s, tg_3s =  21.77 t/s
72.53.903.047 I slot print_timing: id  0 | task 44104 | prompt eval time =     531.90 ms /   461 tokens (    1.15 ms per token,   866.70 tokens per second)
72.53.903.061 I slot print_timing: id  0 | task 44104 |        eval time =   13085.84 ms /   283 tokens (   46.40 ms per token,    21.55 tokens per second)
72.53.903.062 I slot print_timing: id  0 | task 44104 |       total time =   13617.74 ms /   744 tokens
72.53.903.063 I slot print_timing: id  0 | task 44104 |    graphs reused =      44041
72.53.903.257 I slot      release: id  0 | task 44104 | stop processing: n_tokens = 4913, truncated = 0
73.18.663.862 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.980 (> 0.100 thold), f_keep = 0.835
73.18.664.070 I slot launch_slot_: id  0 | task 44388 | processing task, is_child = 0
73.23.393.216 I slot print_timing: id  0 | task 44388 | n_gen =    100, tg =  22.59 t/s, tg_3s =  22.81 t/s
73.26.436.660 I slot print_timing: id  0 | task 44388 | n_gen =    166, tg =  22.22 t/s, tg_3s =  21.69 t/s
73.29.449.857 I slot print_timing: id  0 | task 44388 | n_gen =    232, tg =  22.13 t/s, tg_3s =  21.90 t/s
73.32.458.010 I slot print_timing: id  0 | task 44388 | n_gen =    302, tg =  22.38 t/s, tg_3s =  23.27 t/s
73.35.494.188 I slot print_timing: id  0 | task 44388 | n_gen =    373, tg =  22.57 t/s, tg_3s =  23.38 t/s
73.38.378.847 I slot print_timing: id  0 | task 44388 | prompt eval time =     345.71 ms /    84 tokens (    4.12 ms per token,   242.98 tokens per second)
73.38.378.856 I slot print_timing: id  0 | task 44388 |        eval time =   19369.04 ms /   440 tokens (   44.12 ms per token,    22.67 tokens per second)
73.38.378.857 I slot print_timing: id  0 | task 44388 |       total time =   19714.76 ms /   524 tokens
73.38.378.858 I slot print_timing: id  0 | task 44388 |    graphs reused =      44477
73.38.379.145 I slot      release: id  0 | task 44388 | stop processing: n_tokens = 4626, truncated = 0
73.42.780.626 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.884 (> 0.100 thold), f_keep = 0.904
73.42.780.878 I slot launch_slot_: id  0 | task 44829 | processing task, is_child = 0
73.47.892.051 I slot print_timing: id  0 | task 44829 | n_gen =    100, tg =  23.04 t/s, tg_3s =  23.27 t/s
73.50.934.523 I slot print_timing: id  0 | task 44829 | n_gen =    169, tg =  22.89 t/s, tg_3s =  22.68 t/s
73.53.940.825 I slot print_timing: id  0 | task 44829 | n_gen =    238, tg =  22.91 t/s, tg_3s =  22.95 t/s
73.56.979.205 I slot print_timing: id  0 | task 44829 | n_gen =    308, tg =  22.94 t/s, tg_3s =  23.04 t/s
74.00.010.196 I slot print_timing: id  0 | task 44829 | n_gen =    378, tg =  22.97 t/s, tg_3s =  23.09 t/s
74.02.998.460 I slot print_timing: id  0 | task 44829 | prompt eval time =     814.26 ms /   549 tokens (    1.48 ms per token,   674.23 tokens per second)
74.02.998.518 I slot print_timing: id  0 | task 44829 |        eval time =   19403.30 ms /   446 tokens (   43.60 ms per token,    22.93 tokens per second)
74.02.998.519 I slot print_timing: id  0 | task 44829 |       total time =   20217.56 ms /   995 tokens
74.02.998.520 I slot print_timing: id  0 | task 44829 |    graphs reused =      44919
74.02.998.744 I slot      release: id  0 | task 44829 | stop processing: n_tokens = 5175, truncated = 0
74.27.463.169 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.393 (> 0.100 thold), f_keep = 0.567
74.27.463.324 I slot launch_slot_: id  0 | task 45276 | processing task, is_child = 0
74.30.841.523 I slot print_timing: id  0 | task 45276 | prompt processing, n_tokens =   4096, progress = 0.94, t =   3.38 s / 1212.49 tokens per second
74.36.358.430 I slot print_timing: id  0 | task 45276 | n_gen =    100, tg =  21.24 t/s, tg_3s =  21.46 t/s
74.39.358.976 I slot print_timing: id  0 | task 45276 | n_gen =    163, tg =  21.15 t/s, tg_3s =  21.00 t/s
74.42.370.777 I slot print_timing: id  0 | task 45276 | n_gen =    227, tg =  21.18 t/s, tg_3s =  21.25 t/s
74.45.374.059 I slot print_timing: id  0 | task 45276 | n_gen =    291, tg =  21.21 t/s, tg_3s =  21.31 t/s
74.48.388.241 I slot print_timing: id  0 | task 45276 | n_gen =    355, tg =  21.21 t/s, tg_3s =  21.23 t/s
74.51.425.843 I slot print_timing: id  0 | task 45276 | n_gen =    419, tg =  21.19 t/s, tg_3s =  21.07 t/s
74.54.436.428 I slot print_timing: id  0 | task 45276 | n_gen =    482, tg =  21.15 t/s, tg_3s =  20.93 t/s
74.56.103.278 I slot print_timing: id  0 | task 45276 | prompt eval time =    4235.11 ms /  4530 tokens (    0.93 ms per token,  1069.63 tokens per second)
74.56.103.300 I slot print_timing: id  0 | task 45276 |        eval time =   24404.81 ms /   517 tokens (   47.30 ms per token,    21.14 tokens per second)
74.56.103.302 I slot print_timing: id  0 | task 45276 |       total time =   28639.92 ms /  5047 tokens
74.56.103.303 I slot print_timing: id  0 | task 45276 |    graphs reused =      45432
74.56.103.767 I slot      release: id  0 | task 45276 | stop processing: n_tokens = 7981, truncated = 0
74.56.629.847 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 0.935
74.56.629.995 I slot launch_slot_: id  0 | task 45796 | processing task, is_child = 0
75.01.449.002 I slot print_timing: id  0 | task 45796 | n_gen =    100, tg =  21.07 t/s, tg_3s =  21.29 t/s
75.04.450.709 I slot print_timing: id  0 | task 45796 | n_gen =    160, tg =  20.65 t/s, tg_3s =  19.99 t/s
75.07.481.546 I slot print_timing: id  0 | task 45796 | n_gen =    216, tg =  20.04 t/s, tg_3s =  18.48 t/s
75.10.518.908 I slot print_timing: id  0 | task 45796 | n_gen =    276, tg =  19.97 t/s, tg_3s =  19.75 t/s
75.13.569.731 I slot print_timing: id  0 | task 45796 | n_gen =    333, tg =  19.74 t/s, tg_3s =  18.68 t/s
75.16.583.866 I slot print_timing: id  0 | task 45796 | n_gen =    388, tg =  19.51 t/s, tg_3s =  18.25 t/s
75.19.617.290 I slot print_timing: id  0 | task 45796 | n_gen =    449, tg =  19.59 t/s, tg_3s =  20.11 t/s
75.21.608.747 I slot print_timing: id  0 | task 45796 | prompt eval time =     121.06 ms /    66 tokens (    1.83 ms per token,   545.17 tokens per second)
75.21.608.771 I slot print_timing: id  0 | task 45796 |        eval time =   24857.67 ms /   490 tokens (   50.83 ms per token,    19.67 tokens per second)
75.21.608.778 I slot print_timing: id  0 | task 45796 |       total time =   24978.73 ms /   556 tokens
75.21.608.783 I slot print_timing: id  0 | task 45796 |    graphs reused =      45918
75.21.609.128 I slot      release: id  0 | task 45796 | stop processing: n_tokens = 8014, truncated = 0
75.42.138.061 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.584 (> 0.100 thold), f_keep = 0.366
75.42.343.366 I slot launch_slot_: id  0 | task 46287 | processing task, is_child = 0
75.48.576.285 I slot print_timing: id  0 | task 46287 | n_gen =    100, tg =  23.15 t/s, tg_3s =  23.39 t/s
75.51.618.685 I slot print_timing: id  0 | task 46287 | n_gen =    170, tg =  23.09 t/s, tg_3s =  23.01 t/s
75.54.625.200 I slot print_timing: id  0 | task 46287 | n_gen =    233, tg =  22.47 t/s, tg_3s =  20.95 t/s
75.56.857.274 I slot print_timing: id  0 | task 46287 | prompt eval time =    1957.30 ms /  2091 tokens (    0.94 ms per token,  1068.31 tokens per second)
75.56.857.288 I slot print_timing: id  0 | task 46287 |        eval time =   12556.58 ms /   282 tokens (   44.69 ms per token,    22.38 tokens per second)
75.56.857.289 I slot print_timing: id  0 | task 46287 |       total time =   14513.88 ms /  2373 tokens
75.56.857.290 I slot print_timing: id  0 | task 46287 |    graphs reused =      46197
75.56.857.606 I slot      release: id  0 | task 46287 | stop processing: n_tokens = 5307, truncated = 0
76.01.710.293 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.905 (> 0.100 thold), f_keep = 0.946
76.01.710.497 I slot launch_slot_: id  0 | task 46571 | processing task, is_child = 0
76.07.047.513 I slot print_timing: id  0 | task 46571 | n_gen =    100, tg =  22.19 t/s, tg_3s =  22.42 t/s
76.10.086.007 I slot print_timing: id  0 | task 46571 | n_gen =    166, tg =  22.00 t/s, tg_3s =  21.72 t/s
76.13.091.331 I slot print_timing: id  0 | task 46571 | n_gen =    233, tg =  22.09 t/s, tg_3s =  22.29 t/s
76.15.303.946 I slot print_timing: id  0 | task 46571 | prompt eval time =     876.18 ms /   527 tokens (    1.66 ms per token,   601.47 tokens per second)
76.15.303.956 I slot print_timing: id  0 | task 46571 |        eval time =   12717.24 ms /   282 tokens (   45.26 ms per token,    22.10 tokens per second)
76.15.303.957 I slot print_timing: id  0 | task 46571 |       total time =   13593.43 ms /   809 tokens
76.15.303.958 I slot print_timing: id  0 | task 46571 |    graphs reused =      46476
76.15.304.182 I slot      release: id  0 | task 46571 | stop processing: n_tokens = 5828, truncated = 0
76.39.512.887 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.779 (> 0.100 thold), f_keep = 0.704
76.39.513.007 I slot launch_slot_: id  0 | task 46854 | processing task, is_child = 0
76.45.378.148 I slot print_timing: id  0 | task 46854 | n_gen =    100, tg =  22.16 t/s, tg_3s =  22.38 t/s
76.48.418.290 I slot print_timing: id  0 | task 46854 | n_gen =    160, tg =  21.18 t/s, tg_3s =  19.74 t/s
76.51.450.488 I slot print_timing: id  0 | task 46854 | n_gen =    229, tg =  21.63 t/s, tg_3s =  22.76 t/s
76.54.470.725 I slot print_timing: id  0 | task 46854 | n_gen =    292, tg =  21.46 t/s, tg_3s =  20.86 t/s
76.57.486.966 I slot print_timing: id  0 | task 46854 | n_gen =    355, tg =  21.36 t/s, tg_3s =  20.89 t/s
77.00.490.530 I slot print_timing: id  0 | task 46854 | n_gen =    416, tg =  21.19 t/s, tg_3s =  20.31 t/s
77.01.916.121 I slot print_timing: id  0 | task 46854 | prompt eval time =    1397.08 ms /  1165 tokens (    1.20 ms per token,   833.88 tokens per second)
77.01.916.132 I slot print_timing: id  0 | task 46854 |        eval time =   21006.01 ms /   446 tokens (   47.20 ms per token,    21.18 tokens per second)
77.01.916.133 I slot print_timing: id  0 | task 46854 |       total time =   22403.09 ms /  1611 tokens
77.01.916.134 I slot print_timing: id  0 | task 46854 |    graphs reused =      46918
77.01.916.382 I slot      release: id  0 | task 46854 | stop processing: n_tokens = 5713, truncated = 0
77.07.102.462 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.890 (> 0.100 thold), f_keep = 0.921
77.07.102.614 I slot launch_slot_: id  0 | task 47301 | processing task, is_child = 0
77.13.332.995 I slot print_timing: id  0 | task 47301 | n_gen =    100, tg =  18.67 t/s, tg_3s =  18.86 t/s
77.16.365.360 I slot print_timing: id  0 | task 47301 | n_gen =    166, tg =  19.80 t/s, tg_3s =  21.77 t/s
77.19.411.636 I slot print_timing: id  0 | task 47301 | n_gen =    232, tg =  20.30 t/s, tg_3s =  21.67 t/s
77.22.429.524 I slot print_timing: id  0 | task 47301 | n_gen =    297, tg =  20.56 t/s, tg_3s =  21.54 t/s
77.25.464.917 I slot print_timing: id  0 | task 47301 | n_gen =    363, tg =  20.76 t/s, tg_3s =  21.74 t/s
77.28.473.181 I slot print_timing: id  0 | task 47301 | n_gen =    427, tg =  20.84 t/s, tg_3s =  21.27 t/s
77.29.348.366 I slot print_timing: id  0 | task 47301 | prompt eval time =     928.57 ms /   652 tokens (    1.42 ms per token,   702.16 tokens per second)
77.29.348.379 I slot print_timing: id  0 | task 47301 |        eval time =   21317.17 ms /   446 tokens (   47.90 ms per token,    20.88 tokens per second)
77.29.348.381 I slot print_timing: id  0 | task 47301 |       total time =   22245.73 ms /  1098 tokens
77.29.348.382 I slot print_timing: id  0 | task 47301 |    graphs reused =      47361
77.29.348.728 I slot      release: id  0 | task 47301 | stop processing: n_tokens = 6359, truncated = 0
77.53.463.394 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.594 (> 0.100 thold), f_keep = 0.462
77.53.822.567 I slot launch_slot_: id  0 | task 47748 | processing task, is_child = 0
77.58.505.565 I slot print_timing: id  0 | task 47748 | n_gen =    100, tg =  23.32 t/s, tg_3s =  23.55 t/s
78.01.507.531 I slot print_timing: id  0 | task 47748 | n_gen =    171, tg =  23.46 t/s, tg_3s =  23.65 t/s
78.04.515.811 I slot print_timing: id  0 | task 47748 | n_gen =    241, tg =  23.40 t/s, tg_3s =  23.27 t/s
78.07.534.531 I slot print_timing: id  0 | task 47748 | n_gen =    309, tg =  23.20 t/s, tg_3s =  22.53 t/s
78.10.563.501 I slot print_timing: id  0 | task 47748 | n_gen =    377, tg =  23.06 t/s, tg_3s =  22.45 t/s
78.10.835.325 I slot print_timing: id  0 | task 47748 | prompt eval time =     437.25 ms /   421 tokens (    1.04 ms per token,   962.83 tokens per second)
78.10.835.339 I slot print_timing: id  0 | task 47748 |        eval time =   16575.46 ms /   383 tokens (   43.39 ms per token,    23.05 tokens per second)
78.10.835.354 I slot print_timing: id  0 | task 47748 |       total time =   17012.71 ms /   804 tokens
78.10.835.357 I slot print_timing: id  0 | task 47748 |    graphs reused =      47741
78.10.835.751 I slot      release: id  0 | task 47748 | stop processing: n_tokens = 5326, truncated = 0
78.11.347.908 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.927
78.11.348.052 I slot launch_slot_: id  0 | task 48132 | processing task, is_child = 0
78.15.822.705 I slot print_timing: id  0 | task 48132 | n_gen =    100, tg =  22.71 t/s, tg_3s =  22.94 t/s
78.18.860.461 I slot print_timing: id  0 | task 48132 | n_gen =    170, tg =  22.84 t/s, tg_3s =  23.04 t/s
78.21.873.250 I slot print_timing: id  0 | task 48132 | n_gen =    240, tg =  22.96 t/s, tg_3s =  23.23 t/s
78.24.895.339 I slot print_timing: id  0 | task 48132 | n_gen =    309, tg =  22.93 t/s, tg_3s =  22.83 t/s
78.27.911.519 I slot print_timing: id  0 | task 48132 | n_gen =    378, tg =  22.92 t/s, tg_3s =  22.88 t/s
78.28.127.246 I slot print_timing: id  0 | task 48132 | prompt eval time =     114.60 ms /    66 tokens (    1.74 ms per token,   575.92 tokens per second)
78.28.127.261 I slot print_timing: id  0 | task 48132 |        eval time =   16664.58 ms /   383 tokens (   43.62 ms per token,    22.92 tokens per second)
78.28.127.262 I slot print_timing: id  0 | task 48132 |       total time =   16779.17 ms /   449 tokens
78.28.127.263 I slot print_timing: id  0 | task 48132 |    graphs reused =      48120
78.28.127.576 I slot      release: id  0 | task 48132 | stop processing: n_tokens = 5386, truncated = 0
78.48.548.355 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.591 (> 0.100 thold), f_keep = 0.545
78.48.548.613 I slot launch_slot_: id  0 | task 48516 | processing task, is_child = 0
78.54.909.100 I slot print_timing: id  0 | task 48516 | n_gen =    100, tg =  22.87 t/s, tg_3s =  23.10 t/s
78.57.950.408 I slot print_timing: id  0 | task 48516 | n_gen =    164, tg =  22.11 t/s, tg_3s =  21.04 t/s
79.00.979.414 I slot print_timing: id  0 | task 48516 | n_gen =    226, tg =  21.64 t/s, tg_3s =  20.47 t/s
79.03.620.800 I slot print_timing: id  0 | task 48516 | prompt eval time =    2031.17 ms /  2032 tokens (    1.00 ms per token,  1000.41 tokens per second)
79.03.620.807 I slot print_timing: id  0 | task 48516 |        eval time =   13040.99 ms /   282 tokens (   46.41 ms per token,    21.55 tokens per second)
79.03.620.809 I slot print_timing: id  0 | task 48516 |       total time =   15072.17 ms /  2314 tokens
79.03.620.810 I slot print_timing: id  0 | task 48516 |    graphs reused =      48399
79.03.621.012 I slot      release: id  0 | task 48516 | stop processing: n_tokens = 5248, truncated = 0
